nom;adresse;telephone;lat;lon
Groupe scolaire Le Clos;3 place du Foyer, 57570 Beyren-lès-Sierck;03 82 51 25 64;49.473163269145886;6.296740211183412
Ecole primaire;1 RUE PRINCIPALE, 57630 Bezange-la-Petite;03 87 86 74 37;48.730234240689846;6.612670540992124
Ecole Elémentaire;2 rue Beaumarais, 57320 Bibiche;03 87 57 94 39;49.32818447607334;6.478009519808491
Ecole Primaire;2 rue des Ecoles, 57410 Bining;03 72 29 28 16;49.038571273228555;7.252340321276078
Ecole Elémentaire;3 rue Saint-Rémi, 57170 Bioncourt;03 87 05 49 62;48.79421494817539;6.364049807540963
Ecole Elémentaire;62 rue Principale, 57660 Bistroff;06 74 66 00 69;48.99213731638106;6.714610624936496
Ecole Elémentaire Baron de Guntzer;2 rue du Baron de Guntzer, 57230 Bitche;03 87 96 01 20;49.05042804170872;7.422780030736748
Ecole Elémentaire Louis Pasteur;4 rue de Haspelschiedt, 57230 Bitche;03 87 96 07 95;49.05494238336899;7.445649652788779
Ecole maternelle Biculturelle Champ de Mars;4 A rue du Champ de Mars, 57230 Bitche;03 87 96 16 03;49.05268748715373;7.4381997074114174
Ecole primaire des Remparts biculturelle;13 rue des Remparts, 57230 Bitche;03 87 96 02 91;49.05476914782123;7.422550213291559
Ecole Elémentaire;2 rue des Prés, 57200 Blies-Ebersing;03 87 95 61 72;49.121895596128724;7.144400563727103
Ecole Elémentaire;63 rue des Ecoles, 57200 Blies-Guersviller;03 87 95 40 10;49.15137335561536;7.09415995798042
Ecole maternelle;19 rue Ritterweg Blies Schweyen, 57200 Blies-Guersviller;03 87 95 34 31;49.15093639951075;7.09446027166825
Ecole Elémentaire;Rue Principale, 57200 Bliesbruck;03 87 02 20 61;49.11463080461933;7.177580429385206
Ecole maternelle;Rue Principale, 57200 Bliesbruck;03 87 02 21 79;49.11436170723563;7.177240514462206
Ecole primaire;Rue de l'Ecole, 57220 Boucheporn;06 47 51 20 15;49.14032173711014;6.609390496844094
Ecole Elémentaire Victor Hugo;3 rue des Ecoles, 57655 Boulange;03 82 59 44 51;49.38171839992169;5.952559684615437
Ecole maternelle;101 CITE DU BOIS, 57655 Boulange;03 82 91 04 11;49.38234188994594;5.935489412697798
Ecole élémentaire L.Krause;18 rue Robert Schuman, 57220 Boulay-Moselle;03 87 79 27 93;49.1864923992236;6.489099660677729
Ecole maternelle intercommunale Les Lutins;Rue des Huilliers, 57220 Boulay-Moselle;03 87 79 21 64;49.186667358798886;6.487440625496501
Ecole maternelle Les Diablotins;28 rue de Sarrelouis, 57220 Boulay-Moselle;03 87 79 27 18;49.18633344968587;6.497709439098514
Ecole primaire;17 rue de l'Ecole, 57460 Bousbach;03 87 84 51 78;49.15003131304079;6.949530664547292
Ecole Primaire de Bousse;1 place des Ecoles, 57310 Bousse;03 87 73 00 92;49.27765040172163;6.19713975548191
Ecole primaire Charlemagne;86 bis rue des Bleuets, 57570 Boust;03 82 55 18 02;49.43666644900905;6.195240101896445
Ecole primaire Pol Grandjean;Rue des Ecoles, 57320 Bouzonville;07 77 26 66 76;49.29290416002182;6.5361802971564735
Ecole primaire privée La Providence;2 cour de l'Abbaye, 57320 Bouzonville;03 87 78 24 03;49.292844877741345;6.532029656946327
Ecole primaire Michel de Montaigne;Allée du Bois, 57570 Breistroff-la-Grande;03 82 83 05 33;49.45390182060264;6.215440493729704
Ecole maternelle Les Sotrés;32 rue de Velving, 57320 Brettnach;03 87 35 95 06;49.25739982244105;6.559860378482725
Ecole maternelle;2 rue de l'Ecole, 57535 Bronvaux;03 87 80 55 23;49.19644789424534;6.086159337008098
Ecole primaire;Rue de l'Ecole, 57535 Bronvaux;03 87 51 77 55;49.19654249132695;6.086259710602135
Ecole Elémentaire;5 rue de l'Eglise, 57565 Brouderdorff;03 87 03 32 21;48.69916191434095;7.102609607708074
Ecole primaire;5 rue de l'Eglise, 57565 Brouderdorff;03 87 03 68 70;48.69936271912186;7.10268933232756
Ecole primaire Du Moulin;11 rue du moulin à papier, 57635 Brouviller;03 87 07 72 25;48.76587025075743;7.155524101267013
Ecole maternelle intercommunale;2 place de la Mairie, 57420 Buchy;03 87 57 61 34;48.97879717772838;6.27535968380667
Ecole Elémentaire;39 A rue de l'Eglise, 57920 Buding;03 82 83 93 73;49.334297345822115;6.323681809487634
Ecole maternelle;Rue de l'Eglise, 57920 Buding;03 82 83 90 92;49.33462868340975;6.323149719157038
Ecole primaire du petit bois;35 grand'rue GRAND RUE, 57400 Buhl-Lorraine;03 87 03 23 47;48.721075171922294;7.085049396091987
Ecole primaire;197 rue de la Forêt, 57450 Cappel;03 87 89 18 15;49.072789898790425;6.850844658368197
Ecole maternelle MOSELLY;Cité Moselly, 57490 Carling;03 87 93 79 27;49.174786841231224;6.716339993903779
Ecole Primaire Pierre Ernst;189 rue Principale, 57490 Carling;03 87 93 47 10;49.16589241804059;6.716140366157261
Ecole Elémentaire G. Pompidou;9 quinquies avenue de Gaulle, 57570 Cattenom;03 82 55 42 16;49.406168931391285;6.240709707617907
Ecole Elémentaire Sentzich Hugues Aufray;Rue du Général Leclerc, 57570 Cattenom;03 82 55 46 62;49.41663373980096;6.258860665936915
Ecole maternelle Residence Champêtre;Square des Tilleuls, 57570 Cattenom;03 82 55 45 79;49.40537536858481;6.238699463355364
Ecole maternelle Sentzich Marie Laure MARSON;9 rue des Ecoles, 57570 Cattenom;03 82 55 45 65;49.41672696632726;6.257570425782295
Ecole maternelle Victor HUGO;1 rue Victor Hugo, 57570 Cattenom;03 82 55 33 22;49.40817778092752;6.245370453638182
Ecole Elémentaire;Rue Principale, 57365 Chailly-lès-Ennery;03 87 77 89 07;49.20650812900769;6.235489836657197
Ecole primaire ARC EN CIEL;7 rue du 10 Juin, 57640 Charly-Oradour;03 87 77 82 08;49.17429185629054;6.23911036577024
Ecole Elémentaire;24 rue Principale, 57320 Château-Rouge;06 82 35 10 92;49.27967536718506;6.596170690690024
Ecole maternelle Les Coquelicots;Rue des Ecoles, 57170 Château-Salins;03 87 05 14 97;48.82471844566134;6.503469872987936
Ecole primaire A.Rouyer;Rue des Braissettes, 57170 Château-Salins;03 87 05 11 29;48.82515866426901;6.502179697850186
ECOLE PRIMAIRE MARIE MARVINGT;13 rue DES CHAUVAUX, 57160 Châtel-Saint-Germain;03 87 60 09 04;49.11546679999745;6.084431540862574
Ecole primaire des Caminetois;7 bis rue des Ecoles, 57420 Cheminot;03 87 69 77 15;48.94605113203244;6.13793012986347
Ecole maternelle;19 rue Principale, 57245 Chesny;03 87 38 08 22;49.054641625780825;6.241960541390017
Ecole Elémentaire Centre;1 rue Joffre, 57185 Clouange;03 57 56 47 12;49.260117296401404;6.093659456342748
Ecole Elémentaire Le Grand Ban;Rue du 4 Septembre, 57185 Clouange;03 57 56 47 25;49.2646082457713;6.097520541435363
Ecole maternelle Centre;54 rue Clemenceau, 57185 Clouange;03 57 56 47 33;49.260413982498044;6.095209890740178
Ecole maternelle Le Grand Ban;9 rue du Paradis, 57185 Clouange;03 57 56 26 21;49.26521016009995;6.098289364267757
Groupe scolaire Thomas PESQUET;14 rue du Moulin, 57800 Cocheren;03 87 04 67 47;49.14966057132636;6.846450603431197
ECOLE PRIMAIRE LE CEDRE BLEU;55 rue Principale, 57420 Coin-lès-Cuvry;03 87 52 56 93;49.03331207260704;6.157930158945257
Ecole primaire Jean de la Fontaine - intercommunale;Rue du Moulin, 57420 Coin-sur-Seille;03 87 52 53 05;49.01439782738586;6.159199743334656
Ecole Elémentaire;1 RUE PRINCIPALE, 57320 Colmen;03 87 35 52 08;49.353504481220625;6.541260194125031
Ecole primaire;48 rue des Deux Nied, 57220 Condé-Northen;03 87 79 23 20;49.154112363440454;6.429999613534259
Ecole élémentaire;14 rue Saint-Vincent, 57480 Contz-les-Bains;03 82 83 20 40;49.45410433828046;6.347090652050645
Ecole Elémentaire;Rue Saint-Martin, 57680 Corny-sur-Moselle;03 87 52 80 53;49.036204004660334;6.059929391840381
Ecole maternelle;Rue Saint-Martin, 57680 Corny-sur-Moselle;03 87 57 76 02;49.03542709537893;6.057859410331745
Ecole Elémentaire;2 rue de la Forêt, 57220 Coume;03 87 35 90 96;49.19768440805892;6.573523591892557
Ecole maternelle;13 rue Principale, 57220 Coume;03 87 35 97 15;49.197767874737664;6.573379672866832
Ecole Elémentaire P. Rousselot;2 allée des Mimosas, 57530 Courcelles-Chaussy;03 87 64 01 40;49.10709919501208;6.400909964829684
Ecole maternelle La Bossotte;Rue Pierre Loëb, 57530 Courcelles-Chaussy;03 87 64 28 41;49.10748434869456;6.402659653443215
Ecole primaire A. Huver;Rue des Mirabelles, 57530 Courcelles-sur-Nied;03 87 64 45 57;49.06665910195824;6.305249612758165
Ecole Elémentaire Cité La Forêt;Rue Bir Hakeim, 57690 Créhange;03 87 94 39 62;49.07259565553657;6.583210243617376
Ecole élémentaire Mouzaïa;2 rue de Metz, 57690 Créhange;03 87 94 43 44;49.062013941828624;6.580480641885153
Ecole maternelle Cité Mouzaïa;31 cours du 19 Novembre 1944, 57690 Créhange;03 87 94 10 39;49.06312720282506;6.587270511891125
Ecole maternelle La Bergerie;Rue des Faisans, 57690 Créhange;03 87 91 48 57;49.05701884787023;6.5806205888947975
Ecole maternelle La Forêt;Rue Bir Hakeim, 57690 Créhange;03 87 91 46 64;49.07230591129839;6.583599836039144
E.P.P. L'EXCELLENCE;102 rue de Carling, 57150 Creutzwald;;49.20294640144453;6.706169892593593
Ecole primaire biculturelle Robert Schuman;2 rue de Boulogne, 57150 Creutzwald;03 87 82 10 68;49.195356686607404;6.675160529708393
Ecole primaire Dr A. Schweitzer;14 rue des Tilleuls, 57150 Creutzwald;03 87 93 17 12;49.202523909916586;6.6994506364640625
Ecole primaire du Centre;13 rue Maréchal Ney, 57150 Creutzwald;03 87 93 17 29;49.20574708982521;6.69827059839228
Ecole primaire J. Ferry;8 route de Lauterbach, 57150 Creutzwald;03 87 93 17 03;49.202071317302185;6.710270237945309
Ecole primaire La Houve;2 rue des Anémones, 57150 Creutzwald;03 87 93 13 75;49.209562034323014;6.6928798035947645
Ecole primaire Les Cerisiers;Rue des Ecoles, 57420 Cuvry;03 87 52 56 25;49.041617878765244;6.159099587981749
Ecole du Petit Prince;54 rue de la Foret Brûlée, 57850 Dabo;03 87 08 85 94;48.65355711963628;7.269574413947078
Ecole Primaire Simone Veil;23 rue de la Zorn, 57850 Dabo;03 87 07 41 61;48.6535374507606;7.232229644936884
Ecole primaire;6 rue de l'Ecole, 57550 Dalem;03 87 90 25 06;49.242129811347695;6.609890116837627
Ecole primaire de DANNE ET QUATRE VENTS;44 place de la Mairie, 57370 Danne-et-Quatre-Vents;07 69 97 50 42;48.76686821653888;7.294799961134007
Ecole primaire Les Genêts;19 rue du Stade, 57820 Dannelbourg;03 87 25 43 00;48.742693692306126;7.23739968718787
Ecole Elémentaire J. Nicolas;40 bis rue du Général Nassoy, 57590 Delme;03 87 01 35 77;48.88428807397069;6.393999792103071
Ecole maternelle LE BLE EN HERBE;34 rue Georges Clémenceau, 57590 Delme;03 87 05 06 90;48.88861336248616;6.396499988815332
Ecole Elémentaire;60 rue Principale, 57830 Diane-Capelle;03 87 25 03 54;48.729567221875314;6.935009796872872
Ecole Elémentaire Saint Exupéry;2 rue des Ecoles, 57980 Diebling;03 87 02 55 22;49.11001740541964;6.943699914096041
Ecole maternelle Le Petit Prince;Rue des Ecoles, 57980 Diebling;03 87 02 43 24;49.11064685165805;6.944270295806683
ECOLE PRIMAIRE  ROUGET DE LISLE;25 A rue de l'Ecole, 57890 Diesen;03 87 93 29 21;49.17995478061898;6.67577960655829
Ecole primaire G. Charpentier;183 rue Edmond About, 57260 Dieuze;03 87 86 97 87;48.80839066123871;6.718380406683635
Ecole maternelle;34 rue Principale, 57660 Diffembach-lès-Hellimer;03 87 01 88 17;49.00216196520672;6.839320467410598
Ecole primaire LES CHARMILLES;3 rue de l'Eglise, 57925 Distroff;03 82 56 85 77;49.331760146356785;6.262820006781856
Ecole maternelle;18 rue de l'école, 57400 Dolving;03 87 07 80 31;48.77667424425161;7.022364172672799
Ecole maternelle;1 rue de la Grande Corvée, 57810 Donnelay;03 87 86 71 05;48.75190039257642;6.682069818818196
Ecole primaire Gabriel CUIRIN;47 rue du Presbytère, 57230 Eguelshardt;03 87 06 17 48;49.01973462951543;7.493950604560451
Ecole primaire privée Etoile du Matin;112 route forestière du Hanau, 57230 Eguelshardt;03 87 06 53 90;49.014518899789586;7.535220367616025
Ecole Elémentaire;10 RUE DE L'EGLISE, 57340 Eincheville;03 87 86 40 69;48.982382266005494;6.605470372336416
Ecole primaire Cité Maginot;18 rue de Picardie, 57970 Elzange;03 82 55 05 66;49.36817535662301;6.290230575971733
Ecole Primaire;10 rue Centrale, 57415 Enchenberg;03 87 96 43 71;49.0137375810972;7.338480462818226
Ecole primaire A. Camus;Rue du Stade, 57365 Ennery;03 87 73 51 15;49.227008802665424;6.213889888017477
Ecole Elémentaire Sainte-Barbe;7 rue des Ecoles, 57330 Entrange;03 82 55 13 61;49.41703537936894;6.11960055491745
Ecole maternelle Village A. Maginot;2 rue de la Forêt, 57330 Entrange;03 82 55 25 75;49.41968380085336;6.1187544626103305
Ecole primaire;10 RUE DE L'ECOLE, 57720 Epping;03 87 96 77 69;49.113046617725594;7.317019540515246
Ecole Elémentaire;5 rue de la Mairie, 57660 Erstroff;03 87 01 79 63;48.97937977671453;6.777059719073415
Ecole primaire La clé des champs;11 rue des Ecoles, 57330 Escherange;03 82 50 69 43;49.41659626295684;6.072439801924635
Ecole primaire;3 rue de l'Ecole, 57412 Etting;03 87 02 12 35;49.02856500991389;7.17998933390182
Ecole primaire du Loeberg;Rue de la Montée, 57460 Etzling;03 87 87 43 83;49.179883112767875;6.95747973183533
ECOLE PRIMAIRE PRIVEE HORS CONTRAT;3 rue DE VREMY, 57640 Failly;06 79 04 33 22;49.1593491418185;6.265095517644874
Ecole primaire les Rainettes;2 rue de la Gare, 57550 Falck;03 87 93 17 53;49.22467263715067;6.636470111165297
Ecole Elémentaire E. Branly;100 RUE DU GENERAL HENRY, 57290 Fameck;03 82 58 11 58;49.309811272032476;6.108690227068217
Ecole élémentaire Jacques Prévert;5 rue Antoine de Saint-Exupéry, 57290 Fameck;03 82 58 05 31;49.304341816652;6.1108797926541225
Ecole Elémentaire L. Pasteur;169 avenue Jeanne d'Arc, 57290 Fameck;03 82 58 14 29;49.292874757844096;6.11322987137331
Ecole Elémentaire L. Schlesser;1 avenue Jeanne d'Arc, 57290 Fameck;03 82 58 15 01;49.30764858252805;6.100190636066538
Ecole maternelle A. Schweitzer;1 RUE ST EXUPERY, 57290 Fameck;03 82 52 41 66;49.302452898930795;6.112089375027185
Ecole maternelle Bosment;33 rue Odette, 57290 Fameck;03 82 58 59 45;49.315489440955844;6.103419381973688
Ecole maternelle Edouard Branly;100 RUE DU GENERAL HENRY, 57290 Fameck;03 82 52 42 22;49.30945925107581;6.108700665920189
Ecole maternelle Henri Des;7 rue de Lunéville, 57290 Fameck;03 82 58 42 71;49.30791909312589;6.115330357993936
Ecole maternelle L. Pasteur;Avenue Jeanne d'Arc, 57290 Fameck;03 82 52 41 44;49.29322887183163;6.1129293676002305
Ecole maternelle L. Schlesser;11 avenue Jeanne d'Arc, 57290 Fameck;03 82 57 35 64;49.30702091926863;6.1007404094244935
Ecole maternelle La Cerisaie;71 A boucle de la Cerisaie, 57290 Fameck;03 82 58 15 74;49.300143152366076;6.110080584826796
Ecole maternelle Victor Hugo;18 rue de Gascogne, 57290 Fameck;03 82 57 39 78;49.306112736520895;6.10743969698418
Ecole élémentaire Victor Hugo;Rue du Stade, 57450 Farébersviller;03 87 00 24 72;49.123870159848366;6.875409870818497
Ecole maternelle Arc en Ciel;Rue de la farandole, 57450 Farébersviller;03 87 00 24 70;49.12274473970381;6.879351106233287
Ecole maternelle Village Charles Perrault;19 bis avenue Saint Jean, 57450 Farébersviller;09 64 42 52 06;49.11534179587105;6.863499352769702
Groupe scolaire du Parc;5 avenue de l'Europe, 57450 Farébersviller;03 87 00 24 25;49.11925008741861;6.877960624860895
Ecole primaire;10 RUE DE L'ETANG, 57450 Farschviller;06 76 75 05 35;49.091686756626075;6.893470394579617
Ecole Elémentaire Bas Steinbesch;16 A rue DE LA NIED, 57380 Faulquemont;03 87 94 20 77;49.05912991576564;6.594976137794911
Ecole élémentaire Stade;2 bis avenue du Collège, 57380 Faulquemont;03 87 94 20 65;49.04774679665992;6.600642170804625
Ecole maternelle Bas Steinbesch;16 bis rue de la Nied, 57380 Faulquemont;03 87 91 42 40;49.05912991576564;6.594976137794911
Ecole maternelle Stade;Avenue du Collège, 57380 Faulquemont;03 87 94 26 70;49.04730100676229;6.600470185269954
Ecole primaire interconfessionnelle les Remparts;Rue Malberg, 57930 Fénétrange;03 87 07 50 47;48.84837204622705;7.021110608056072
Ecole Elémentaire;2 rue des Ecoles, 57280 Fèves;03 87 51 14 60;49.1954146463282;6.119730179590786
Ecole maternelle;2 rue des Ecoles, 57280 Fèves;03 87 51 14 17;49.19554326251115;6.120009768004987
Ecole Elémentaire;26 A rue de la Mairie, 57320 Filstroff;03 87 78 23 97;49.32318300660161;6.540429729735735
ECOLE MATERNELLE PUBLIQUE;26 rue de la Mairie, 57320 Filstroff;03 87 78 23 97;49.32334821769754;6.540809996138789
Ecole primaire Les Prés Verts;1 rue de l'Ecole, 57570 Fixem;03 82 55 37 76;49.4428190779963;6.27473964185957
Ecole Elémentaire Bois du Buch;8 rue de l'Ecole, 57320 Flastroff;06 95 67 74 75;49.37209028857957;6.534899837168121
Ecole Elémentaire M. Chagall intercommunale;19 chemin de Metz, 57420 Fleury;03 87 52 54 41;49.044425816552106;6.191140468373419
Ecole maternelle M. Chagall intercommunale;9 chemin de Metz, 57420 Fleury;03 87 52 67 78;49.044239339957144;6.191249463888658
Ecole primaire;24 GRAND'RUE GRANDE RUE, 57365 Flévy;03 87 73 76 08;49.23729102518261;6.244549983547486
Ecole élémentaire Trait d'Union;2 rue du Gymnase, 57190 Florange;03 82 58 52 29;49.32362164944997;6.124219807839466
Ecole maternelle Bouton d'Or;Rue des Bons Enfants, 57190 Florange;03 82 58 47 37;49.321958495144564;6.1183994124164744
Ecole primaire André Chénier;12 rue des Passeurs, 57190 Florange;06 47 02 10 10;49.31523870113177;6.12043991733388
Ecole primaire Centre;22 rue de Gargan, 57190 Florange;03 82 58 50 98;49.32733163775128;6.125680508298312
Ecole primaire Victor Hugo;2 rue des Ecoles, 57190 Florange;03 82 57 32 26;49.325241151471886;6.135630018787615
Ecole primaire Le Marronnier;16 rue des Ecoles, 57600 Folkling;03 87 87 00 62;49.14548425482838;6.894299361385739
